Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
rh_rostralanteriorcingulate <-> rh_rostralanteriorcingulate,1.6123980732773368e-05,2.96752869080715e-06,0.0003209046456034659,0.009247096483324538
lh_transversetemporal <-> lh_transversetemporal,1.4893445206303709e-05,-3.869547764889334e-06,0.00021598016443442674,-0.01791538876328836
left_lateral_ventricle <-> left_lateral_ventricle,1.4871612234883252e-05,-8.673551480504865e-07,6.228460281384537e-05,-0.013923439734296075
rh_precentral <-> rh_precentral,1.463038722150837e-05,-1.2626396015507503e-06,0.00012057598834749121,-0.010470864972406386
brain_stem <-> brain_stem,1.358603831468922e-05,-2.769343761609576e-06,0.00020004022547593644,-0.013843242390859958
left_ventraldc <-> left_ventraldc,1.3328395259160241e-05,-1.1620872521731886e-06,7.853165096695358e-05,-0.01479580882075088
rh_superiorparietal <-> rh_superiorparietal,1.2856876791739295e-05,-1.384449368365602e-06,0.00014936552399769445,-0.009268247777908852
lh_posteriorcingulate <-> lh_posteriorcingulate,1.0814044456192142e-05,-3.0167736218391706e-07,2.801081960258653e-05,-0.01076618623090061
right_lateral_ventricle <-> right_lateral_ventricle,9.698224133667571e-06,-8.509416897965245e-07,4.362827198924037e-05,-0.019499894267269245
rh_superiortemporal <-> rh_superiortemporal,9.595364653921776e-06,-1.200755201857016e-06,7.88049189758373e-05,-0.015235125753604315
rh_entorhinal <-> rh_entorhinal,7.620800912486919e-06,-6.466540986697615e-07,6.59477025407287e-05,-0.009804072515570935
left_thalamus <-> left_thalamus,7.315225652218465e-06,-4.7200675468824496e-07,4.80582500477107e-05,-0.009819511927722544
lh_postcentral <-> rh_rostralanteriorcingulate,6.6150968354166666e-06,1.3794217605038207e-08,2.7683140810557127e-06,0.004964959757104437
lh_caudalmiddlefrontal <-> lh_caudalmiddlefrontal,6.547142357262584e-06,-1.421771455825931e-06,8.538901083291775e-05,-0.016648570539155444
lh_precentral <-> rh_rostralanteriorcingulate,5.698064679931039e-06,4.950969130930965e-08,3.2040601152971597e-06,0.015404096231327699
lh_caudalmiddlefrontal <-> rh_rostralanteriorcingulate,5.68569950784978e-06,1.4685700012491716e-08,2.9773804769284315e-06,0.004915912159803386
rh_parsopercularis <-> rh_parsopercularis,5.67505702703157e-06,-1.4849035031059086e-06,0.00013253719698833134,-0.011202828402600099
brain_stem <-> rh_caudalanteriorcingulate,5.358642157149055e-06,-4.913949377559153e-08,2.9800071392417093e-06,-0.016434574061938097
lh_frontalpole <-> rh_rostralanteriorcingulate,4.3681041409986086e-06,-2.5370659600392623e-08,2.2489171370993176e-06,-0.011231336990506506
left_cerebellum_cortex <-> rh_rostralanteriorcingulate,4.235573301663278e-06,-5.9498261311554694e-08,1.566569812630024e-06,-0.03773905908568683
lh_postcentral <-> rh_frontalpole,4.166434474050408e-06,2.2457317472135627e-09,3.2639862880823733e-06,0.0006859319342259445
